"","none","0.02","0.03","0.05","0.10","0.25","0.50","days","Markets (53)","Market (Saquisili)","Market (Asogan)","Premises (each province)","Collectors (10)","All degree (10)","Page rank (10)"
"30",0.526225362032719,0.324660911137909,0.331426681037703,0.299497369460126,0.283820845827953,0.196879635459464,0.105691143671231,29,0.06386929471651,0.0786494071947667,0.0791189558944369,0.0640613828209205,0.0778703832157683,0.0683620220474458,0.0644562305910978
"31",0.5262787198395,0.330423554270225,0.337925661903593,0.30523866946973,0.288921852156189,0.20048662319784,0.107259863190583,30,0.0644562305910978,0.079503132103258,0.0798339505052984,0.0644562305910978,0.0786280640720544,0.0689916441674581,0.0648617499226312
"32",0.526342749207637,0.336730447031705,0.343859050017608,0.31046773453424,0.294182931904767,0.203773464095532,0.10848709274654,31,0.0650965242724663,0.0802928276436125,0.0805489451161599,0.065000480220261,0.079353730244272,0.0696105947261144,0.0652565976928084
"33",0.526428121698486,0.342855923250131,0.349568335343144,0.316123662052995,0.299305281355715,0.206889560011525,0.109596935127579,32,0.0656087592175611,0.0810611800612548,0.0813279690951583,0.0653846564290821,0.0801434257846265,0.070186859039346,0.0657048032697664
"34",0.526577523557472,0.348725281996009,0.355298963791392,0.320968550908683,0.304267557386321,0.209962969682094,0.110834836244891,33,0.0660462932331629,0.0817441599880478,0.0820856499514444,0.0657688326379033,0.0807623763432828,0.0706990939844409,0.0660569647945191
"35",0.526769611661882,0.354306508585271,0.360677430714888,0.325952170062002,0.30925117653964,0.213132423404868,0.112030051116779,34,0.0665905428623262,0.0826405711419638,0.0827366151941691,0.0661956950921489,0.0815520718836373,0.0714034170339462,0.06657987130097
"36",0.526897670398156,0.359791691122328,0.366664176635684,0.330434225831581,0.314106736956684,0.2161418037073,0.113321310040872,35,0.0669747190711473,0.0833769088755376,0.083483624489099,0.0665585281782578,0.0822137086877181,0.0718622941722603,0.0669960621938596
"37",0.527111101625279,0.365340903027522,0.371765182963919,0.335247100003201,0.318535434919483,0.219236556500582,0.114431152421911,36,0.0673802384026807,0.083931830066057,0.0841452612931798,0.0669747190711473,0.0828753454917989,0.0725025878536289,0.0674335962094614
"38",0.527207145677484,0.370420566233046,0.377058277396566,0.339398337370741,0.322547941989392,0.222064520259959,0.11554099480295,37,0.0679031449091317,0.0846361531155623,0.0849029421494659,0.0673162090345438,0.0836436979094411,0.0730681806055044,0.0679351595932001
"39",0.527441920027319,0.375169411036529,0.38191383781361,0.344104495928799,0.327040669320328,0.22455099405594,0.116725538113481,38,0.0683940367315142,0.0851910743060817,0.085511221146766,0.0677537430501457,0.0843800356430149,0.0735910871119553,0.0684473945382949
"40",0.527623336570374,0.379907584278656,0.386566638564888,0.348458492962105,0.330871759847183,0.227080154097346,0.117611277706041,39,0.0688742569925406,0.0859380836010117,0.0863115882484766,0.0681379192589668,0.085063015569808,0.0740606358116256,0.0688529138698283
"41",0.527783409990716,0.384528370345865,0.391560929279563,0.35228958348896,0.335151055950996,0.229587971016039,0.118795821016573,40,0.0693651488149231,0.0865143479142433,0.0870692691047627,0.0685434385905002,0.0857139808125327,0.0745195129499397,0.0693224625694985
"42",0.527900797165633,0.388903710501884,0.396107014417279,0.356334105242938,0.338790058373441,0.231754297971336,0.119692232170489,41,0.0698453690759495,0.0872933718932417,0.0877735921542681,0.0688742569925406,0.0863969607393258,0.0749783900882538,0.0697920112691688
"43",0.5281035568314,0.393001590062642,0.401090633570598,0.359866392051821,0.342482418602666,0.233675179015442,0.12021513867694,42,0.0699414131281548,0.0875494893657891,0.0882324692925822,0.068980972606102,0.0867064360186539,0.0752024928767328,0.0700908149871408
"44",0.528210272444961,0.396960739325771,0.405231199376781,0.363537409158334,0.345854631991207,0.235862849093451,0.120812746112884,43,0.0701548443552776,0.0878376215224049,0.0885739592559787,0.0691517175878003,0.0869625534912013,0.0754479387879241,0.0701548443552776
"45",0.527473934711388,0.400855859220763,0.409211691762622,0.366994995037724,0.348960056345844,0.237783730137556,0.12143169667154,44,0.0702508884074829,0.0879870233813909,0.0888514198512384,0.069205075394581,0.0872186709637487,0.0756080122082662,0.0701975306007022
"46",0.525947901437459,0.404313445100153,0.412743978571505,0.370175120321854,0.352012122893701,0.239629910252169,0.122029304107484,45,0.0704643196346057,0.0883605280288559,0.0892249244987034,0.0693011194467863,0.0876241902952821,0.0757787571899645,0.0703789471437566
"47",0.523941647902505,0.407098722614106,0.416169549766826,0.37270428036326,0.35486142977579,0.241561462857631,0.122605568420716,46,0.0705817068095233,0.088595302378691,0.089491713532607,0.0694398497444161,0.0878482930837611,0.0758534581194575,0.0704963343186742
"48",0.521892708122125,0.410161460723318,0.41942437598045,0.375265455088734,0.357678721973812,0.243258241113257,0.123075117120386,47,0.0706030499322356,0.089043507955649,0.0899826053549895,0.0695145506739091,0.0881470968017331,0.0759601737330189,0.070560363686811
"49",0.519054072801392,0.413042782289477,0.42246577096695,0.377613198587085,0.360143852647081,0.244624200966843,0.123469964890563,48,0.0707311086685093,0.089267610744128,0.0902280512661808,0.0695145506739091,0.088371199590212,0.0760668893465803,0.0706884224230847
"50",0.516204765919302,0.416094848837333,0.425443136585314,0.380046314576286,0.362214135550172,0.245830087400087,0.123790111731247,49,0.0707951380366461,0.0894383557258262,0.0904628256160159,0.0694718644284845,0.0885846308173349,0.0762162912055663,0.0706457361776602
"51",0.512853895653473,0.418624008878739,0.427940281942651,0.382180626847514,0.364465834996318,0.247441493164865,0.124056900765151,50,0.0709018536502076,0.0895770860234561,0.0906122274750019,0.0693438056922108,0.0887020179922524,0.0762909921350593,0.070859167404783
"52",0.509705785053411,0.420854365202173,0.430256010756934,0.38410150789162,0.366482760092629,0.248188502459795,0.124334361360411,51,0.07078446647529,0.0896731300756614,0.0907296146499194,0.0693011194467863,0.0887340326763209,0.0762589774509909,0.0709018536502076
"53",0.506557674453349,0.422679202194073,0.43297725890275,0.385990374251657,0.368040808050626,0.249522447629313,0.124537121026177,52,0.0707951380366461,0.0898758897414281,0.0908576733861931,0.0692477616400056,0.088894106096663,0.0762162912055663,0.0708698389661391
"54",0.503398892291931,0.424461352940549,0.435058213367198,0.387676480945927,0.370057733146937,0.250536245958146,0.124782566937369,53,0.070859167404783,0.0900359631617702,0.0910817761746721,0.0692157469559371,0.0889581354647999,0.0762909921350593,0.0707204371071531
"55",0.500325482621362,0.426307533055161,0.436594918202482,0.388679607713405,0.371519737052728,0.251475343357487,0.124995998164491,54,0.0708805105274953,0.0901960365821123,0.0911671486655213,0.0691623891491564,0.0891075373237858,0.0762376343282786,0.0708271527207146
"56",0.497252072950793,0.428281771906048,0.4385371423693,0.389768106971731,0.373120471256149,0.25221168109106,0.124985326603135,55,0.0709018536502076,0.0902280512661808,0.091220506472302,0.0691944038332248,0.0894276841644701,0.0762056196442101,0.0709125252115637
"57",0.493879859562253,0.429701089566414,0.440426008729337,0.391198096193454,0.374038225532778,0.253118763806333,0.124995998164491,56,0.0709978977024128,0.0903774531251667,0.0913592367699318,0.0690343304128827,0.0894810419712508,0.0761309187147172,0.0709872261410567
"58",0.490763763646259,0.431163093472206,0.441695924530718,0.392670771660602,0.374699862336858,0.254111219012454,0.124963983480423,57,0.0709552114569883,0.0903454384410983,0.0912418495950142,0.0690983597810196,0.0895343997780315,0.0762162912055663,0.0709765545797006
"59",0.487338192450938,0.432347636782738,0.442891139402606,0.393716584673504,0.375756346911117,0.254772855816535,0.124921297234998,58,0.0709765545797006,0.0903347668797422,0.0912845358404388,0.0690450019742389,0.0895664144621,0.0762162912055663,0.0709872261410567
"60",0.484264782780369,0.433222704813941,0.443894266170083,0.394655682072844,0.376353954347061,0.255146360463999,0.124835924744149,59,0.0709978977024128,0.0903134237570299,0.0911671486655213,0.068980972606102,0.0895664144621,0.0761522618374294,0.0708911820888514
"61",0.481159358425731,0.434385905001761,0.444950750744341,0.395253289508788,0.377421110482675,0.255445164181971,0.1247505522533,60,0.0708271527207146,0.0903134237570299,0.0910817761746721,0.0687888845016914,0.0895450713393877,0.0759174874875943,0.0708164811593584
"62",0.478128635000587,0.435164928980759,0.445665745355203,0.395744181331171,0.378168119777605,0.255679938531807,0.124547792587533,61,0.0706990939844409,0.0903134237570299,0.0911991633495897,0.0688102276244037,0.0895450713393877,0.0758641296808136,0.0708058095980023
"63",0.474905823471032,0.435943952959758,0.446049921564024,0.396128357539992,0.379021844686096,0.256000085372491,0.124323689799055,62,0.070560363686811,0.090249394388893,0.0911244624200967,0.0685861248359247,0.0895450713393877,0.075672041576403,0.070560363686811
"64",0.471640325696053,0.435773207978059,0.446391411527421,0.396597906239662,0.37948072182441,0.256448290949449,0.124206302624137,63,0.0704536480732496,0.0902173797048246,0.0911671486655213,0.0684473945382949,0.0895770860234561,0.0755119681560609,0.0706137214935917
"65",0.468140053571238,0.435922609837045,0.446754244613529,0.397110141184757,0.379800868665094,0.256544335001654,0.123982199835658,64,0.0703789471437566,0.0899505906709211,0.0910924477360283,0.068308664240665,0.0895664144621,0.0754372672265679,0.070485662757318
"66",0.464437021780657,0.435943952959758,0.447127749260994,0.39690738151899,0.379982285208149,0.256544335001654,0.123715410801754,65,0.0703255893369759,0.0899505906709211,0.090996403683823,0.0682553064338843,0.0894063410417578,0.0753518947357188,0.0703576040210443
"67",0.461235553373814,0.435986639205182,0.447629312644733,0.396822009028141,0.379960942085437,0.256480305633517,0.123683396117686,66,0.0702188737234145,0.0898011888119351,0.0908790165089054,0.0680738898908299,0.0893316401122648,0.0752345075608012,0.0701441727939215
"68",0.457841996862561,0.436061340134675,0.447821400749144,0.396555219994237,0.379832883349163,0.25641627626538,0.123320563031577,67,0.0701121581098531,0.0896517869529491,0.0908576733861931,0.0679138164704878,0.0892355960600595,0.0751491350699521,0.0700267856190039
"69",0.454267023808253,0.43582656578484,0.447639984206089,0.396267087837622,0.37975818241967,0.256384261581312,0.122893700577331,68,0.0700481287417162,0.0895130566553192,0.0907509577726317,0.0679138164704878,0.0890968657624297,0.0750851057018152,0.0700908149871408
"70",0.450809437928863,0.435090228051266,0.447394538294898,0.395808210699307,0.379640795244752,0.256298889090463,0.12245616656173,69,0.0699307415667986,0.0895023850939631,0.090772300895344,0.0677430714887895,0.0889261207807314,0.0750851057018152,0.0700267856190039
"71",0.447671998890158,0.434481949053966,0.446882303349803,0.395306647315569,0.379374006210849,0.256053443179272,0.122082661914265,70,0.0697813397078127,0.0893209685509087,0.0906122274750019,0.0675296402616667,0.0888087336058139,0.0748823460360485,0.0699093984440863
"72",0.444278442378904,0.43386299849531,0.446786259297598,0.394709039879625,0.379139231861014,0.255829340390793,0.121623784775951,71,0.0695999231647582,0.0892355960600595,0.0905375265455089,0.0673268805959,0.0888407482898823,0.0747222726157064,0.0697279819010319
"73",0.440692797763241,0.433350763550215,0.445911191266394,0.393833971848421,0.378552295986426,0.255829340390793,0.121250280128486,72,0.0696639525328951,0.0891822382532788,0.0903561100024545,0.0671454640528456,0.08881940516717,0.0745621991953643,0.0696639525328951
"74",0.437619388092672,0.432518381764436,0.44526022602367,0.392862859765012,0.377944016989126,0.255605237602314,0.120802074551528,73,0.0694611928671284,0.0889581354647999,0.0900252916004141,0.0669427043870789,0.0885526161332665,0.07424205235468,0.0694078350603477
"75",0.434663365597021,0.431867416521711,0.444780005762643,0.391806375190754,0.377058277396566,0.255093002657219,0.120172452431515,74,0.0691517175878003,0.0886059739400472,0.0898332034960035,0.0667079300372437,0.0882538124152945,0.0739966064434888,0.0691730607105126
"76",0.431451225628822,0.430821603508809,0.444246427694836,0.391059365895824,0.376375297469773,0.254431365853138,0.119681560609133,75,0.069130374465088,0.088595302378691,0.0897585025665105,0.0665585281782578,0.0880937389949523,0.0738898908299273,0.068980972606102
"77",0.427865581013158,0.429370271164374,0.443104570629729,0.390194969425977,0.375564258806706,0.253876444662619,0.11899858068234,76,0.0690663450969511,0.0884138858356366,0.0896838016370175,0.0663237538284226,0.0880510527495278,0.0737831752163659,0.0687675413789792
"78",0.424802842903945,0.428228414099267,0.442421590702936,0.389255872026636,0.374731877020927,0.253108092244976,0.118465002614533,77,0.0689169432379651,0.088296498660719,0.0895664144621,0.0661956950921489,0.0878803077678295,0.0736657880414483,0.0687461982562669
"79",0.42124921297235,0.426681037702626,0.441194361146979,0.388135358084241,0.373984867725997,0.252361082950046,0.117867395178589,78,0.068831570747116,0.0881897830471576,0.0893209685509087,0.0660356216718068,0.0876668765407067,0.0733989990075448,0.0686394826427055
"80",0.418047744565507,0.425368435655821,0.439988474713735,0.386982829457778,0.372907040029027,0.25141131398935,0.117515233653836,79,0.06868216888813,0.0878803077678295,0.0889154492193753,0.0659289060582454,0.0872827003318856,0.0732602687099149,0.0683940367315142
"81",0.414899633965445,0.423949117995454,0.4391454213666,0.385937016444876,0.371562423298153,0.250546917519502,0.117024341831453,80,0.0684900807837195,0.087538817804433,0.0885099298878419,0.0655767445334927,0.0870265828593381,0.0729828081146553,0.0681165761362545
"82",0.411730180242671,0.422284354423896,0.438249010212684,0.385019262168248,0.370153777199142,0.249767893540504,0.116309347220592,81,0.0682126201884598,0.0872293425251048,0.0882324692925822,0.06522458300874,0.0865890488437363,0.0726306465899026,0.0679565027159124
"83",0.408486025590404,0.420587576168269,0.437256555006563,0.383770689489579,0.368670430170638,0.248786109895739,0.115711739784648,82,0.0679351595932001,0.086941210368489,0.0879443371359664,0.0649577939748365,0.0863436029325451,0.0724065438014236,0.0677110568047211
"84",0.405423287481191,0.418858783228574,0.435805222662128,0.38274621959939,0.367037681283149,0.248071115284877,0.11526353420769,83,0.0678071008569264,0.0867597938254346,0.0877202343474874,0.0649151077294119,0.0860661423372854,0.07213975476752,0.0676150127525158
"85",0.402051074092651,0.41732207839329,0.434311204072268,0.381743092831912,0.36551164800922,0.247110674762825,0.114890029560225,84,0.0674335962094614,0.0865463625983118,0.0873253865773101,0.0645629462046592,0.0857033092511765,0.0717342354359866,0.0673268805959
"86",0.398796247879027,0.415379854226472,0.43311598920038,0.380238402680696,0.363868227560374,0.246075533311279,0.114367123053774,85,0.0672415081050508,0.0863009166871205,0.0869945681752697,0.0643388434161802,0.0853831624104923,0.0715101326475077,0.0671988218596263
"87",0.395872240067444,0.413715090654914,0.431547269681027,0.37854162442507,0.362384880531871,0.245200465280075,0.113801530301898,86,0.0669960621938596,0.0860447992145731,0.0866210635278048,0.0642321278026188,0.0851804027447256,0.0712006573681795,0.0670174053165719
"88",0.392692114783314,0.411922268347082,0.429903849232181,0.377068948957922,0.360762803205737,0.244336068810228,0.11329996691816,87,0.0667612878440245,0.0856392798830397,0.0863436029325451,0.0640400396982082,0.0848282412199729,0.070933868334276,0.0667612878440245
"89",0.389704077603594,0.409926686373483,0.428089683801637,0.375617616613487,0.359247441493165,0.243247569551901,0.11288377602527,88,0.0664624841260525,0.0852444321128624,0.0860341276532169,0.0638159369097293,0.0845187659406448,0.0706030499322356,0.0665478566169016
"90",0.386555967003532,0.408187221872432,0.426190145880244,0.373910166796504,0.357572006360251,0.242073697802726,0.112200796098477,89,0.0661103226012998,0.0849776430789589,0.0857246523738888,0.063570490998538,0.084081231925043,0.0702935746529075,0.0663557685124911
"91",0.383386513280758,0.406287683951039,0.424205235468001,0.372245403224946,0.355843213420556,0.240867811369481,0.111581845539821,90,0.065896891374177,0.0847108540450553,0.0854685349013414,0.0633997460168397,0.0837610850843587,0.0700267856190039,0.0661209941626559
"92",0.380163701751203,0.404462846959139,0.422305697546608,0.370527281846607,0.354221136094422,0.239715282743018,0.110952223419809,91,0.0655767445334927,0.0842839915908097,0.0850203293243835,0.0630582560534432,0.083184820771127,0.0696959672169635,0.0657048032697664
"93",0.377111635203347,0.402573980599101,0.420203399959448,0.368787817345556,0.352321598173029,0.238541410993843,0.110237228808947,92,0.0653312986223014,0.0838357860138517,0.0846254815542062,0.0626420651605536,0.0826939289487445,0.06942917818306,0.0654700289199313
"94",0.37405956865549,0.400578398625503,0.418485278581109,0.366834921617382,0.350432731812992,0.237452911735516,0.109757008547921,93,0.0649471224134803,0.0835156391731674,0.0842413053453851,0.0623859476880062,0.0823417674239918,0.0690876882196634,0.0651712252019593
"95",0.37074071307373,0.398860277247164,0.416468353484798,0.36462590841666,0.348554537014311,0.236172324372779,0.109116714866552,94,0.0646696618182206,0.0831421345257025,0.0840172025569061,0.0621511733381711,0.0819469196538146,0.0685967963972809,0.0648724214839873
"96",0.367795362139435,0.39657656311695,0.414622173370186,0.362320851163734,0.346569626602068,0.23506248199174,0.108380377132978,95,0.0643708581002486,0.0828646739304428,0.0836436979094411,0.0619377421110483,0.0815414003222811,0.0682979926793089,0.0646589902568645
"97",0.364967398380057,0.394495608652502,0.412530547344382,0.360239896699286,0.344616730873894,0.233835252435784,0.107750755012966,96,0.0639866818914275,0.0823417674239918,0.0831528060870586,0.0616496099544324,0.081082523183967,0.0679565027159124,0.0644135443456732
"98",0.361755258411858,0.392275923890424,0.410182803846031,0.358436402830098,0.342706521391145,0.232543993511691,0.10718516226109,97,0.0636131772439626,0.08190423340839,0.0826085564578954,0.061393492481885,0.0806876754137898,0.0675082971389544,0.0640933975049889
"99",0.358895279968412,0.390066910689703,0.40816587874972,0.356568879592773,0.340881684399244,0.231327435517091,0.106491510772941,98,0.0634317607009082,0.0814240131473636,0.0821390077582251,0.0611267034479815,0.080250141398188,0.0672415081050508,0.0637732506643047
"100",0.356462163979212,0.388082000277461,0.406010223355779,0.354455910444257,0.33892878867107,0.229865431611299,0.105723158355299,99,0.0631436285442923,0.0808050625887074,0.0816267728131303,0.0607852134845849,0.0797485780144493,0.066878675018942,0.0634637753849766
"101",0.353997033305943,0.385712913656397,0.403715837664209,0.352012122893701,0.336879848890691,0.228638202055343,0.105125550919355,100,0.0627167660900466,0.0804529010639547,0.0810184938158302,0.0604223803984761,0.0793110439988475,0.0665265134941893,0.0630262413693747
"102",0.350955638319443,0.383311812351265,0.401709584129254,0.349461619729583,0.334542776953696,0.227144183465483,0.104335855379001,101,0.0624393054947869,0.0799086514347914,0.0804315579412424,0.0601342482418603,0.0789375393513825,0.0661530088467244,0.0627594523354712
"103",0.348266404857695,0.380878696362065,0.399521914051245,0.347113876231231,0.332515180296029,0.225607478630198,0.10367421857492,102,0.062065800847322,0.0795885045941072,0.0800046954869967,0.059888802330669,0.0785640347039175,0.065747489515191,0.0623646045652939
"104",0.344851505223729,0.378466923495577,0.397344915534592,0.344819490539661,0.330412882708869,0.224284205022037,0.10306593957762,103,0.0616816246385009,0.0791616421398615,0.0795351467873265,0.0594939545604917,0.0781585153723841,0.065373984867726,0.0620444577246097
"105",0.342034213025708,0.376076493751801,0.395114559211158,0.342503761725378,0.328043796087806,0.222832872677601,0.102414974334895,104,0.0613828209205289,0.0787667943696842,0.0791296274557931,0.0590884352289583,0.077624937304577,0.0650111517816172,0.061692296199857
"106",0.339270278634467,0.373611363078532,0.392873531326368,0.340113331981602,0.325760081957591,0.221477584385371,0.101497220058267,105,0.0609879731503516,0.0783292603540824,0.078596049387986,0.0587469452655618,0.0771233739208384,0.0645736177660153,0.0612974484296797
"107",0.336388957068309,0.371178247089332,0.390194969425977,0.337818946290032,0.323839200913486,0.219930207988731,0.100760882324693,106,0.0606251400642428,0.0777956822862753,0.0780944860042473,0.05830941124996,0.076568452730319,0.0641254121890574,0.0609452869049271
"108",0.333934497956396,0.368649087047926,0.387505735964229,0.335481874353037,0.321672873958189,0.218478875644296,0.100141931766037,107,0.0602409638554217,0.0772407610957559,0.0775075501296595,0.0579572497252073,0.076045546223868,0.0635918341212503,0.0605931253801744
"109",0.33074370111091,0.365970525147534,0.385232693395371,0.333347562081808,0.319239757968988,0.217123587352065,0.0991814912439839,108,0.0597714151557514,0.0765364380462505,0.0768459133255787,0.0575410588323178,0.0755759975241978,0.063196986351073,0.060112905119148
"110",0.327670291440341,0.363057188897308,0.382724876476677,0.331149220442443,0.317148131943185,0.215714941253055,0.0982423938446434,109,0.0593979105082865,0.0760668893465803,0.0762056196442101,0.0570608385712914,0.0750851057018152,0.0627167660900466,0.05966469954219
"111",0.324404793665361,0.360496014171833,0.38008900082171,0.328758790698667,0.314661658147204,0.214263608908619,0.0972712817612345,110,0.0588963471245478,0.0754479387879241,0.0755973406469101,0.0567086770465387,0.074540856072652,0.0624072908107185,0.0592164939652321
